Map,Name,Address,Google label,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,Jn12ke src,ah5Ghc,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Just+Golf+-+Golf+Simulator+London+-+Indoor+Golf/data=!4m7!3m6!1s0x882ef11e74e47367:0x85cf50f002073c2d!8m2!3d42.9470159!4d-81.2567299!16s%2Fg%2F11jzdc2z4r!19sChIJZ3PkdB7xLogRLTwHAvBQz4U?authuser=0&hl=en&rclk=1,Just Golf - Golf Simulator London - Indoor Golf,750 Wharncliffe Rd S Unit B,Indoor golf course,4.6,-67,Indoor golf course,·,,·,750 Wharncliffe Rd S Unit B,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5ImVWMt280ZQ-Qjx6_o6wRvh3DzCtTGwlzmAW77-V95N85ey16KREf2cGlagiwt7NV-kwwllMGgkvQwvMgA2Wph_exxoGmB4ycNX-ftexs8LGBdwjt_ibgelgrunQg7L9F8Xn=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""4 Bays ,easy book on line
Accurate ball tracking
Great 2 hours out""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Kubica+Golf/data=!4m7!3m6!1s0x8824ae88c19676b3:0xf89e3bb6ba6f37c8!8m2!3d42.4546985!4d-83.4683499!16s%2Fg%2F11bzsfpbwc!19sChIJs3aWwYiuJIgRyDdvurY7nvg?authuser=0&hl=en&rclk=1,Kubica Golf,22575 Heslip Dr,Indoor golf course,·,,·,22575 Heslip Dr,,,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great lessons and experience.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/LiveGolf+Studios+at+Macatawa+Golf+Club/data=!4m7!3m6!1s0x88198d34cfbfe68d:0x3db58629df0ea433!8m2!3d42.8524764!4d-86.1318605!16s%2Fg%2F11lq4hnysx!19sChIJjea_zzSNGYgRM6QO3ymGtT0?authuser=0&hl=en&rclk=1,LiveGolf Studios at Macatawa Golf Club,4600 Macatawa Legends Blvd,Indoor golf course,·,,·,4600 Macatawa Legends Blvd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipOYMqxL8YDZn0qqhmBL5G2_CAzD7DA9PGGyPIJG=w122-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/LiveGolf+Studios+at+Muskegon+Country+Club/data=!4m7!3m6!1s0x881bd76341c07a45:0x58aab24b54536d60!8m2!3d43.2140446!4d-86.316581!16s%2Fg%2F11sdy0f18y!19sChIJRXrAQWPXG4gRYG1TVEuyqlg?authuser=0&hl=en&rclk=1,LiveGolf Studios at Muskegon Country Club,2801 Lakeshore Dr,Indoor golf course,,,Indoor golf course,·,,·,2801 Lakeshore Dr,,,https://lh3.googleusercontent.com/p/AF1QipN-qhYshmtvPJxRJRBI_D1oMzzbbgHYMldLWMtD=w138-h92-k-no,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/LiveGolf+Studios+at+Thousand+Oaks+Golf+Club/data=!4m7!3m6!1s0x8818559f99c7e135:0x3d21f4b25ccf6cab!8m2!3d43.0381483!4d-85.5677228!16s%2Fg%2F11pf8s91qk!19sChIJNeHHmZ9VGIgRq2zPXLL0IT0?authuser=0&hl=en&rclk=1,LiveGolf Studios at Thousand Oaks Golf Club,4100 Thousand Oaks Dr NE,Indoor golf course,Indoor golf course,·,,·,4100 Thousand Oaks Dr NE,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipO1LseJNzSJt8BPPtS6ibPDMfKDqo5HC-BfvO-e=w138-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Lock+Golf+Academy/data=!4m7!3m6!1s0x882355dd1adf3e87:0x44cbed175a862100!8m2!3d42.4551368!4d-83.5783232!16s%2Fg%2F11byp63_5q!19sChIJhz7fGt1VI4gRACGGWhfty0Q?authuser=0&hl=en&rclk=1,Lock Golf Academy,22805 Country Club Dr,Golf instructor,·,,·,22805 Country Club Dr,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipMs2qbNJIxOIEL85m9BmZhZ6GrOEHcWZBlN2GZY=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Went to Dan last week for a lesson and it was worth every penny.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Lost+Pirates+Adventure+Golf/data=!4m7!3m6!1s0x8823d6603ff4c311:0x75039e63e62be48e!8m2!3d43.6058875!4d-84.1657701!16s%2Fg%2F1tk23k7b!19sChIJEcP0P2DWI4gRjuQr5mOeA3U?authuser=0&hl=en&rclk=1,Lost Pirates Adventure Golf,5021 Bay City Rd,Miniature golf course,·,,·,5021 Bay City Rd,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvSM_rHb3U1hnnHt5w_7XQhnFbSS1zY3Q4rYVRgWM4MqdjjvZ02KXCPZZofn6fd7ZZeqyJpAyN4BOnArLmVeBP92ouOk0ljiZTDc87sOYKhVR1oYIyjl-KVeJfwoJXxJsRzf9h=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Fun,",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Lumber+Yard+Country+Club/data=!4m7!3m6!1s0x8819cdfb9a603881:0xf395b5566593d85d!8m2!3d42.675339!4d-85.6523231!16s%2Fg%2F11sjgr2czz!19sChIJgThgmvvNGYgRXdiTZVa1lfM?authuser=0&hl=en&rclk=1,Lumber Yard Country Club,710 W Maple St,Indoor golf course,·,,·,710 W Maple St,Open,⋅ Closes 10 p.m.,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""It’s cheap, great food and a great overall golfing experience.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Lynx+indoor+golf/data=!4m7!3m6!1s0x8821dd16f879f4ed:0x3ba441d0e227c978!8m2!3d44.0207847!4d-84.8014916!16s%2Fg%2F11w426z0l9!19sChIJ7fR5-BbdIYgReMkn4tBBpDs?authuser=0&hl=en&rclk=1,Lynx indoor golf,215 N 2nd St,Indoor golf course,·,,·,215 N 2nd St,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nolA0WzIe6fGFBLBSEuusWSm_ZEoG3auxUkhdou_MGIMRrWl6XhLtjF45I0aUHGj4b7DJLvmNHxVRStER6kHoXjPFCiMlbEu8wQHsUQ6yGHyXmncA2mr5bnB5MKws_YeiK_SXOQ=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""You could be a professional or a newbie, you’ll have a fun time regardless.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/MAC+Legends+Golf+Center/data=!4m7!3m6!1s0x8822dd77733f6a19:0x1a092d5518ad7b38!8m2!3d42.7161283!4d-84.3993189!16s%2Fg%2F11c3yr69tz!19sChIJGWo_c3fdIogROHutGFUtCRo?authuser=0&hl=en&rclk=1,MAC Legends Golf Center,1410 W Grand River Ave,Golf course,Golf course,·,,·,1410 W Grand River Ave,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipNOWp8EXVK-iDRfZtd-7MfcYqKhHa-TUoVDAiG5=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Well maintained, constantly improving their technology, and friendly staff.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/MAC+Legends+Indoor+Golf/data=!4m7!3m6!1s0x8822ddc241c13e6b:0x21847a1952d3ce02!8m2!3d42.7268482!4d-84.4189672!16s%2Fg%2F11vkzjvqmd!19sChIJaz7BQcLdIogRAs7TUhl6hCE?authuser=0&hl=en&rclk=1,MAC Legends Indoor Golf,1982 W Grand River Ave # 803,Indoor golf course,4.6,-5,Indoor golf course,·,,·,1982 W Grand River Ave # 803,,,https://lh3.googleusercontent.com/p/AF1QipNH1pyjkLBFWNuAxRHxvuPWwCaHP3arM7ku1Ppy=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Came here for a 10:00am round on 3/15/25.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Macray+Golf+Simulator/data=!4m7!3m6!1s0x88252337c481ba09:0x5db6088691045e94!8m2!3d42.603656!4d-82.8034682!16s%2Fg%2F11vb8bldzv!19sChIJCbqBxDcjJYgRlF4EkYYItl0?authuser=0&hl=en&rclk=1,Macray Golf Simulator,99 Sea Ray Blvd,Indoor golf course,·,,·,99 Sea Ray Blvd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiclMt_KpQNg4tXN7xV7tkgxgHoat4F-5566tn0oATwHPijEG13hyGUurc5eh8eonMTXzNu5B-BKWfbNvd0-qpG3bMmt948DU5YkP-RcgMgs00y9TeFJZPA-8qHiULuAgZAJUL=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Excellent service, realistic simulators.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Maple+Brook+Golf+Course/data=!4m7!3m6!1s0x8822af0d5ef41d1b:0x2d229e3427c16c00!8m2!3d42.5732078!4d-84.8235778!16s%2Fg%2F1q5cctpn7!19sChIJGx30Xg2vIogRAGzBJzSeIi0?authuser=0&hl=en&rclk=1,Maple Brook Golf Course,681 Lansing St,Golf course,·,,·,681 Lansing St,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipPKV_VErCHk17sb48EV-LdckvzRfKmzktCWDa1G=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The course was kept well, and the greens were challenging.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Measured+Golf/data=!4m7!3m6!1s0x883cb1efcfa6d245:0xe086ce30a448059a!8m2!3d42.2697124!4d-83.7737766!16s%2Fg%2F11jp02k3ns!19sChIJRdKmz--xPIgRmgVIpDDOhuA?authuser=0&hl=en&rclk=1,Measured Golf,2019 W Stadium Blvd,Golf instructor,·,,·,2019 W Stadium Blvd,Closed,⋅ Opens 9 a.m. Sat,https://lh3.googleusercontent.com/p/AF1QipMqpPliyFInQySJsgqKq0RFD6y7mZAXmccOSoaL=w80-h106-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Midland+Golf+HQ/data=!4m7!3m6!1s0x88217fb9ce3b4917:0x2184f2e60f462526!8m2!3d43.667851!4d-84.2391145!16s%2Fg%2F1tdxr234!19sChIJF0k7zrl_IYgRJiVGD-byhCE?authuser=0&hl=en&rclk=1,Midland Golf HQ,1011 Commerce Dr,Golf instructor,·,,·,1011 Commerce Dr,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqopjV2Bf_QWdKIwmMzjrzNJVVfV4vSTbqdbV_lkfVm67W5tsbge3DuFhMy51jYTRWi8HAxPnDxPmfxe1wZvVpAfD5r6670OnztWr6XRK1OgI4G2KmE3A_f3EwAheFCIGK4OpA=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Really like coming here since",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Midway+Sports+%26+Entertainment/data=!4m7!3m6!1s0x883b49fc448a79d3:0xf4a8413baa8b9d70!8m2!3d42.2689361!4d-83.2543029!16s%2Fg%2F1tz96dx6!19sChIJ03mKRPxJO4gRcJ2LqjtBqPQ?authuser=0&hl=en&rclk=1,Midway Sports & Entertainment,22381 Van Born Rd,Golf driving range,·,,·,22381 Van Born Rd,Open,⋅ Closes 9:30 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDUCKPuNNyUAyVYQN1C_sVOHBDB7PA2mpy0wftGWzc4mzhE6JTNp01mtrsgNsQCGHyJsYeQuhD77X3fW1ikm-yQwwX__D69m92UGQCNszYkdDmX0PomJse6l5UVqZr--wa1n-b=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""We love the",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Moss+Ridge+Golf+Club/data=!4m7!3m6!1s0x88190d150d5cff97:0x82aa681f004be73d!8m2!3d43.2346804!4d-85.9108801!16s%2Fg%2F1tg35v0n!19sChIJl_9cDRUNGYgRPedLAB9oqoI?authuser=0&hl=en&rclk=1,Moss Ridge Golf Club,13545 Apple Ave,Indoor golf course,·,,·,13545 Apple Ave,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no99qliJTDAPB9LuSxz-6q_9BTwNj7L_MTF1vRGcuKp4xedYJncam_RszHis2iMqNGGTax8kYZen27wqCum8pwDm6yw5E5QmRpMW6d2zDjNt394wdYLJ4kzMyyPj5q7QFLFcskE=w163-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Mulligans+at+the+Bluffs/data=!4m7!3m6!1s0x4d35491edf78071b:0xf64d3ce4a8615ef2!8m2!3d45.0236348!4d-84.6541299!16s%2Fg%2F11vy3m8gyq!19sChIJGwd43x5JNU0R8l5hqOQ8TfY?authuser=0&hl=en&rclk=1,Mulligans at the Bluffs,254 Little League Dr,Indoor golf course,·,,·,254 Little League Dr,Open,⋅ Closes 8:30 p.m.,https://lh3.googleusercontent.com/p/AF1QipNTMck946MLG7cijBKX1vLt1AVkwOF79ShaI9KG=w113-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Indoor simulator runs well and easy to use, helpful staff, GREAT food!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/New+Vision+Golf/data=!4m7!3m6!1s0x8824e910e47f2ce9:0x1275b0373747f74f!8m2!3d42.6755381!4d-83.1294692!16s%2Fg%2F11rhp689s0!19sChIJ6Sx_5BDpJIgRT_dHNzewdRI?authuser=0&hl=en&rclk=1,New Vision Golf,232 South St,Golf instructor,·,,·,232 South St,,,https://lh3.googleusercontent.com/p/AF1QipPYZCgvc8v_EowT-s5qqxiJ0uHlACqurEPGQuDn=w199-h92-k-no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x883ad59e8104a307:0xc4eb906f5758aef!8m2!3d42.3129457!4d-82.8671496!16s%2Fg%2F11lnf9w2wx!19sChIJB6MEgZ7VOogR74p19Qa5Tgw?authuser=0&hl=en&rclk=1,Next Golf,13490 Tecumseh Rd E,Indoor golf course,·,,·,13490 Tecumseh Rd E,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOTDrijfGwQoaYtxNlvP_Wlm77b69dxF-v5xgZa=w122-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x883b2d2120ecfc1b:0x446b0921befc9e27!8m2!3d42.274968!4d-83.0091713!16s%2Fg%2F11w298x7_y!19sChIJG_zsICEtO4gRJ578viEJa0Q?authuser=0&hl=en&rclk=1,Next Golf,3015 Howard Ave,Indoor golf course,Indoor golf course,·,,·,3015 Howard Ave,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN9VrPCUdoAHEUQiSF7CCYN6PKXYHcVeii5p41C=w92-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Always clean, and there are no technical issues with the simulators.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Ninja+Golf!/data=!4m7!3m6!1s0x8816d097f5d07fe9:0x462fa2aeaca8124a!8m2!3d41.7526991!4d-86.1027202!16s%2Fg%2F11d_8ryk8r!19sChIJ6X_Q9ZfQFogRShKorK6iL0Y?authuser=0&hl=en&rclk=1,Ninja Golf!,12080 Adams Rd,Miniature golf course,·,,·,12080 Adams Rd,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipMZ6sS0GfFyKKLuuv-8pqJXzbLhmmMdSO52v1YE=w138-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Novi+Putting+Edge/data=!4m7!3m6!1s0x8824af17cfeff099:0x928dd057ba12892a!8m2!3d42.4933494!4d-83.4854212!16s%2Fg%2F1tdb09jv!19sChIJmfDvzxevJIgRKokSulfQjZI?authuser=0&hl=en&rclk=1,Novi Putting Edge,44225 W 12 Mile Rd,Indoor golf course,·,,·,44225 W 12 Mile Rd,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-wkfpD0XtKUhucSgsKFTVZIXQjmQTa2CxcLZVGBjlvQ1uoHPW3FmlW03KJB5W-Ny9b0onURTLViVEmxbWjF1MsxHjVHt0sLHPYIx4tE3gqOj61zz4-H3oDX0gh81UEE-LKO7o=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The holes were interesting, fun, and somewhat challenging at the same time.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Oasis+Golf+Center/data=!4m7!3m6!1s0x8824ad70cab13e8d:0xfeb0dc08f8cd9476!8m2!3d42.3966384!4d-83.4342619!16s%2Fg%2F1tdd5wtf!19sChIJjT6xynCtJIgRdpTN-AjcsP4?authuser=0&hl=en&rclk=1,Oasis Golf Center,39500 Five Mile Rd,Indoor golf course,Indoor golf course,·,,·,39500 Five Mile Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipMGmmk_cUZR5ai1zRLQjuY6W1skoF28Xj3XvNcC=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""On the upside the dome simulator is surprisingly nice and is fairly priced.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Off+The+Tee/data=!4m7!3m6!1s0x883b4b040e4f1e9d:0x349ff1d62a799b49!8m2!3d42.3252095!4d-83.3349911!16s%2Fg%2F11x2d26lhr!19sChIJnR5PDgRLO4gRSZt5KtbxnzQ?authuser=0&hl=en&rclk=1,Off The Tee,29821 Ford Rd,Indoor golf course,,,,4.8,-22,·,,·,29821 Ford Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipP7IuByyAslwS21TsDLU60XwKL-hRxQOFf_bLIH=w143-h92-k-no,"""The simulators are super advanced and the staff is amazing.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Old+Town+Golf+and+Sportland/data=!4m7!3m6!1s0x405d09dac5b2cb9f:0x40391bd860269d4c!8m2!3d41.9741668!4d-83.3726425!16s%2Fg%2F11b7grk72y!19sChIJn8uyxdoJXUARTJ0mYNgbOUA?authuser=0&hl=en&rclk=1,Old Town Golf and Sportland,6724 N Monroe St,Golf course,·,,·,6724 N Monroe St,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNBlnHbr_8P9-a6p84Sc4lTL3-p652MA1b169Q4Iso0Ha8n5kkMASvr3NHqvKFugTudqjTU5TyeZJGP2cmstuoPkX0O37jurQC3SPr2u9RDAjXdIxWzkgtQVg1ATZKgFpndf27=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The course is in a bit of disrepair but the low price is hard to beat.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/On+The+Dunes+Sports/data=!4m7!3m6!1s0x8824a52245c3b93b:0x37c2ed75010e0fbd!8m2!3d42.5537158!4d-83.4400914!16s%2Fg%2F12q4wnc_w!19sChIJO7nDRSKlJIgRvQ8OAXXtwjc?authuser=0&hl=en&rclk=1,On The Dunes Sports,2055 Haggerty Rd,Indoor golf course,,,,4.2,"-1,079",·,,·,2055 Haggerty Rd,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nolCnD70PguRdxurqdfPOJA3NRObKsw5iqGsF55N7p8BKyAXhmZZnO0rExQPciqqn_rABrOLbLPlXb0TOo8O19abXLURapA6ogUkGPsuSv4MAm3cG4R3im0ABWoRl4Gszq2x-pJ=w122-h92-k-no,Dine-in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/On+The+Green+Indoor+Golf/data=!4m7!3m6!1s0x883ad49746c575e3:0x569de370fdbcad81!8m2!3d42.303573!4d-82.8350213!16s%2Fg%2F1tdpgwdj!19sChIJ43XFRpfUOogRga28_XDjnVY?authuser=0&hl=en&rclk=1,On The Green Indoor Golf,354 Croft Dr,Indoor golf course,4.4,-463,Indoor golf course,·,,·,354 Croft Dr,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlnZFqGUsd-ck-8atghzGqre7KrQZLJslwgFBWX2Cvyvyj9o385XducRTZco-kG5hcKkHTCwVv9bvV4sHbwCPaet00YNJGCYNTvSkiNNTmnqkTzUlOLZ-rkI88w86OOMqD4667nQ=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice course, clean, and always a fun time.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/On+The+Water+Miniature+Golf/data=!4m7!3m6!1s0x883ad496da5a8613:0xc8715ad40cbeaf8a!8m2!3d42.3034874!4d-82.8349164!16s%2Fg%2F11fnwh3xy1!19sChIJE4Za2pbUOogRiq--DNRaccg?authuser=0&hl=en&rclk=1,On The Water Miniature Golf,354 Croft Dr,Miniature golf course,·,,·,354 Croft Dr,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNgNIzDMLpSwGPhl44H9em2boK2r2-dX_KGkPtkvHDuaQh1FFtqwwM3HxNTa8MGjftmmKWrziariwlke-G4nzi95s9jJHUaw5TmM1AhzN7qaY7hOjdDHOCva1x72ni3Kh9ojM=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Fun time, reasonable price, challe ginger",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Out+Of+Bounds+Indoor+Golf/data=!4m7!3m6!1s0x882017ef50db93c7:0xd4d060897a1069c5!8m2!3d44.6517973!4d-84.7097585!16s%2Fg%2F11pcxcnb6q!19sChIJx5PbUO8XIIgRxWkQeolg0NQ?authuser=0&hl=en&rclk=1,Out Of Bounds Indoor Golf,"D, 2384 I-75BL",Indoor golf course,·,,·,"D, 2384 I-75BL",Closed,⋅ Opens 11 a.m. Sat,https://lh3.googleusercontent.com/p/AF1QipOaobDuahUCDgWviQsavmXCzDfCmWQJhoQFDcGW=w214-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great prices and a fun time everytime.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par+2+Golf+Courses/data=!4m7!3m6!1s0x883b81c9630c0b3f:0x7603eff33771a99a!8m2!3d41.7219123!4d-83.5440368!16s%2Fg%2F1td9r5r3!19sChIJPwsMY8mBO4gRmqlxN_PvA3Y?authuser=0&hl=en&rclk=1,Par 2 Golf Courses,210 E Alexis Rd,Golf course,·,,·,210 E Alexis Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrXIDJ18G5X-6520hMAHptQpVCQNWH0dAsTBb2Ct8wKne05GthupnDUHfjAXNsv0h1YNFYrGYNIpsennlfSos2dWUuwsI-E8tGIMmWbqmopY-UHKxeo54HqX_7usqvu2dcLdqSbg=w168-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Probably more fun for young kids since there aren't a lot of challenges.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par+Me+Up/data=!4m7!3m6!1s0x8825217a837998b7:0x7fa4d72f92904aa3!8m2!3d42.6306817!4d-82.8721854!16s%2Fg%2F11s98kw6wn!19sChIJt5h5g3ohJYgRo0qQki_XpH8?authuser=0&hl=en&rclk=1,Par Me Up,23285 Hall Rd,Indoor golf course,·,,·,23285 Hall Rd,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipPS98krZdGSKhBYwfdt1Pkue4l4QuLeN6KnT7MZ=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Staff is friendly, faculty is nice and clean, and prices are very fair.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par24+Indoor+Golf/data=!4m7!3m6!1s0x883b2be341ccdb53:0x91b724e50129bcb1!8m2!3d42.2990226!4d-82.9745905!16s%2Fg%2F11y5_nrpwm!19sChIJU9vMQeMrO4gRsbwpAeUkt5E?authuser=0&hl=en&rclk=1,Par24 Indoor Golf,2562 Central Ave Unit 1A,Indoor golf course,Indoor golf course,·,,·,2562 Central Ave Unit 1A,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqekNZcsJl_3G4u9bQNji2m3TxOQ_8UN0rVUHfa7SyFx89Ns_FmTBZqQ7gNQklzXOX8JxFGc8tmOwVA7NX87YfagRI1VALOr55jM2jgmBAHWCLUoTNnS9JweTw2JfjpBq3_fJmaMA=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""top tier facility with great simulators and a nice environment.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Petoskey+Golf+Center/data=!4m7!3m6!1s0x4d4a82338ba53e45:0x5c66857a1d6914f1!8m2!3d45.397085!4d-84.888097!16s%2Fg%2F11dxl7y4xy!19sChIJRT6lizOCSk0R8RRpHXqFZlw?authuser=0&hl=en&rclk=1,Petoskey Golf Center,1900 U.S. 31 N #1,Indoor golf course,·,,·,1900 U.S. 31 N #1,Closed,⋅ Opens 10 a.m. Mon,https://lh3.googleusercontent.com/p/AF1QipOkHOuAHGKIwcpPBuW-ph31EoBcf_rgKl6uNl7t=w92-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A great way to get in some practice when the weather isn’t cooperating.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Pine+Knot+Golf+%26+Country+Club/data=!4m7!3m6!1s0x882e8d9ae9ff5a31:0x23bd791751f3a6fc!8m2!3d42.9777258!4d-81.0120983!16s%2Fg%2F1tf71kwc!19sChIJMVr_6ZqNLogR_KbzURd5vSM?authuser=0&hl=en&rclk=1,Pine Knot Golf & Country Club,5421 Hamilton Rd,Indoor golf course,4.4,-532,Indoor golf course,·,,·,5421 Hamilton Rd,Closed,⋅ Opens 11 a.m. Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRpi6wO5J8JMjXtZ_4I9z5e-87Qkzvqle_GRuBRYR9oZOkG-rnOdtaFWg83zyGGgK0fSBUjnC1oFuuohbeCJ7hjNAitnGSK_ianqG48HccS_E33vuoDYL908XstyZOZYsuNBl5=w122-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,
