"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","A1zNzb href","J8zHNe","ah5Ghc 2","Jn12ke src"
"https://www.google.ca/maps/place/Swing+Central+Golf+Club/data=!4m7!3m6!1s0x808fa30d0211b9cd:0x1f919161981813cb!8m2!3d37.4780395!4d-122.2248996!16s%2Fg%2F11lmct9c7c!19sChIJzbkRAg2jj4ARyxMYmGGRkR8?authuser=0&hl=en&rclk=1","Swing Central Golf Club","5.0","(20)","Indoor golf course","·","","·","1802 El Camino Real","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9xZwWAPhu4K4xpvmh32HhaiJGIkDO2Df0KOA6-C-bj2YaF_6g9rpAGrCFJ6gU6RUBH0_skPFOAOm0jzNSqM_k5-SFVJ1uYhtskz2j5P_wxyWN157dQafb3VcrlErWLWLG_gRuzuw=w80-h106-k-no","""Top notch simulators, super friendly staff, and an overall great experience.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Beom+Golf/data=!4m7!3m6!1s0x80dd29c4e504c827:0x26e92a5fc735ce68!8m2!3d33.8385939!4d-117.9942708!16s%2Fg%2F11w1q5cmqw!19sChIJJ8gE5cQp3YARaM41x18q6SY?authuser=0&hl=en&rclk=1","Beom Golf","5.0","(13)","Indoor golf course","·","","·","8556 Beach Blvd","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9871YTfltUIaj9EfcafUOA_yy9kf6l3ml-qGLOavmjmkUvCb8JSqJmMUZnJmucKwBVbcnhWwMUkfGdGXzvKQc9fQ16WU3PKCtO573vCct0wyuZpOtOxZ9SwU8WiDUUykNqryam=w80-h106-k-no","""The place is clean and perfect for all skill levels.""","https://www.golfnow.com/tee-times/facility/19520/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&rwg_token=AAiGsoY9ikCeq2CU1FIioSQeFpXW0bhufTRvxDZK-Bu9glkNL_CK_PYT6kZZm8Nb9nbsc1t0mPxDOGmhqLRy_-wLrnnYhTyu3A%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Topgolf+Roseville/data=!4m7!3m6!1s0x809b2187ba890cf5:0x175ce4b6cdfc790b!8m2!3d38.7908306!4d-121.2959577!16s%2Fg%2F11c52sxf2c!19sChIJ9QyJuochm4ARC3n8zbbkXBc?authuser=0&hl=en&rclk=1","Topgolf Roseville","4.5","(3,840)","Golf course","·","","·","1700 Freedom Wy","Open","⋅ Closes 12 a.m.","https://lh3.googleusercontent.com/p/AF1QipN8q3pKA1RGqph-oRv7DHDxzR5QyKM-rnIyQ8W3=w163-h92-k-no","Dine-in","https://topgolf.com/us/roseville/plan-a-visit/?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&rwg_token=AAiGsob2CIFQDCdEvmrzCzfESTTRIQi0GLgsPFOeJVl8wxxuttsr1BBC3NEiBzygvUpdj0iZnqbBQ0i3XqsXD_ChFKSeBTtU3Q%3D%3D","Book online","No takeout",""
"https://www.google.ca/maps/place/Mulligans+Sports+Bar+%26+Golf+Club/data=!4m7!3m6!1s0x80952f44bec4b0a9:0x8aef1d7681d1daa!8m2!3d36.3298686!4d-119.2898652!16s%2Fg%2F11t_m125zq!19sChIJqbDEvkQvlYARqh0daNfxrgg?authuser=0&hl=en&rclk=1","Mulligans Sports Bar & Golf Club","4.3","(27)","Indoor golf course","·","","·","307 E Main St","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-13BW-rXKjWqLGisaBGa6SRaPj_4A8dx1kc-86PztZSZ5PskJj4lSlfR_O6_xJ7plzfuiNmgWMHbwG_VADPvgUGXPNccyUQ-PSvcpJp9HoInCIjGEAtdhmOnjU_GwL-aACPDQ=w122-h92-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/GolfersBZ/data=!4m7!3m6!1s0x808f9ffd4fca983b:0xaf8e335937fad961!8m2!3d37.554602!4d-122.3018466!16s%2Fg%2F11wjt5jmj3!19sChIJO5jKT_2fj4ARYdn6N1kzjq8?authuser=0&hl=en&rclk=1","GolfersBZ","5.0","(9)","Indoor golf course","·","","·","1801 S Grant St Unit B","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipOnKwghKuiSYEYGnmqyfIgBpT43VBlPsGsScw-R=w122-h92-k-no","""Overall very fun experience for an affordable price.""","https://www.golfnow.com/tee-times/facility/19517/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&rwg_token=AAiGsoaRNmgd7xsH6zFCu-8rOtVhfUEeu2uem8B69QN-SsAK5sJgXEHY8cI3cCJV_pKNRguFwf8Sm-4uTLyITBpkOsur_1D9zw%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Underground+Mini+Golf/data=!4m7!3m6!1s0x809ad740558bb8b9:0xf07a35b3cf56a4f5!8m2!3d38.5823544!4d-121.5047156!16s%2Fg%2F11tsgbr8wr!19sChIJubiLVUDXmoAR9aRWz7M1evA?authuser=0&hl=en&rclk=1","Underground Mini Golf","5.0","(1,552)","Miniature golf course","·","","·","1028 2nd St","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ve4LWQi6Sm1XviIS-_X3tGx90cWKKgHH0-CmAhGo0GxehmWlhxF6K5etpCPYdDPNpLhly9jgYwwcINwUxNK_t_uYftL7fF08irbENbuT4GrE65VBFUeD-6yC79Bp-dO2kPoFu0Q=w80-h106-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/The+Golf+Clubs/data=!4m7!3m6!1s0x8094692d8c1555d1:0xa08a05af138f5d8a!8m2!3d36.8477143!4d-119.8039524!16s%2Fg%2F11v673n0cc!19sChIJ0VUVjC1plIARil2PE68FiqA?authuser=0&hl=en&rclk=1","The Golf Clubs","5.0","(22)","Indoor golf course","·","","·","7590 N Colonial Ave Suite A","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipMw3X2rZMHZBJ466KjK0HLJdGEsNxaWoKXtVwPq=w92-h92-k-no","""So fun, super clean, trackman sims are off the hook.""","https://www.golfnow.com/tee-times/facility/19548/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&rwg_token=AAiGsoaxRXTbGwVODACXEDkLfJo-xRkZYqApVsHDOgcGNR0L3T3bVR5ennrUcncmKzMq2UClggsBG4426Ee-t13fgrYITSVVYw%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Primetime+A+GOLF+EXPERIENCE/data=!4m7!3m6!1s0x808f80b453abf3cd:0xcef7d53a8e37646a!8m2!3d37.8017893!4d-122.2687384!16s%2Fg%2F11sw6rnxk_!19sChIJzfOrU7SAj4ARamQ3jjrV984?authuser=0&hl=en&rclk=1","Primetime A GOLF EXPERIENCE","4.5","(16)","Indoor golf course","·","","·","306 12th St","Closed","⋅ Opens 11 a.m. Wed","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9m2LbS_WiNhrP3DJ-JkmIR1IozzvdeSxOYKQdmT1nCaMIYGmotfx1f9YmzWbABFGyrwelFn1PqWfa44xMa3rYovC6J3xR1gMY7cWqhQc4z2brLW1Ubp3i1T7SNbdlXmowjuxJg=w163-h92-k-no","""The realistic simulators was really cool and made it an exciting experience!""","https://www.google.com/maps/reserve/appt/place/ChIJzfOrU7SAj4ARamQ3jjrV984/mid/%2Fg%2F11sw6rnxk_?hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i40!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:269!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:269!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:270!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwiusfe81diMAxU_tokEHTEGLSMQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwiusfe81diMAxU_tokEHTEGLSMQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D3%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/W+Screen+Golf/data=!4m7!3m6!1s0x80c2b9b7a0f7b2f7:0x22f0f6ea974b2401!8m2!3d34.0702559!4d-118.309375!16s%2Fg%2F11rwzv8t5q!19sChIJ97L3oLe5woARASRLl-r28CI?authuser=0&hl=en&rclk=1","W Screen Golf","4.4","(32)","Indoor golf course","·","","·","229 1/2 S Western Ave","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipMQjOQXnr4CQHBg7opYsa_x4Q3cGx0X1wRMltab=w122-h92-k-no","""We had a fun time and the whole place was very clean and well maintained.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Fairway+Factory/data=!4m7!3m6!1s0x80dd27db7b991085:0xb394b3ecb28c59ef!8m2!3d33.7166541!4d-117.9991664!16s%2Fg%2F11k58nvvb0!19sChIJhRCZe9sn3YAR71mMsuyzlLM?authuser=0&hl=en&rclk=1","Fairway Factory","4.6","(7)","Indoor golf course","·","","·","16932 Gothard St unit f","Open","⋅ Closes 8 p.m.","https://lh3.googleusercontent.com/p/AF1QipOnHFeAdXAr9Iz3cCqcOI6D2Gv16kKd8xWrgDb-=w122-h92-k-no","""Best indoor golf simulator in SoCal""","https://www.golfnow.com/tee-times/facility/18970/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&rwg_token=AAiGsoZjn_TDz5d8cQ-Z3HUIqWQIbyJbTAO0IMmVK3cKgXcqRGfYYv8TWt6r8OiTa-A0J6e2pRJh2TdxA6tNhl5v2rZNc7nlqA%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Golfzone+Plus/data=!4m7!3m6!1s0x80c29b9ffd68706d:0xbb5007f7bf2e46d8!8m2!3d34.2583846!4d-118.535479!16s%2Fg%2F11twskqdkb!19sChIJbXBo_Z-bwoAR2EYuv_cHULs?authuser=0&hl=en&rclk=1","Golfzone Plus","4.5","(18)","Indoor golf course","·","","·","10338 Reseda Blvd","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipMvg0oq_s3OdeeIlGhm9EzAn6r4u5H75UVgG9au=w122-h92-k-no","""Highly recommend for all skill levels.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/GLO+Mini+Golf+%7C+Escape+Rooms+%7C+Arcade+%7C+Virtual+Reality+%7C+Gaming/data=!4m7!3m6!1s0x80dcb74ac7904627:0x97b563ee7acde9c2!8m2!3d33.9098509!4d-117.4567082!16s%2Fg%2F11bwd2hl9n!19sChIJJ0aQx0q33IARwunNeu5jtZc?authuser=0&hl=en&rclk=1","GLO Mini Golf | Escape Rooms | Arcade | Virtual Reality | Gaming","4.3","(1,106)","Miniature golf course","·","","·","1299 Tyler St Suite E106","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9BCMfDhirKmlJYedtefyI-CqT0b7sMA-oZj7iiKi9ndwcn4FwY8y5DFLaoNCMDxdhlbeUfshdM2yD-ORZNY40Bjj5PVzrnCS_xylSrp-t0tUpku1LfJ-oE4natV5WvxyqcPx30kw=w122-h92-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/Beach+City+Golf+Club/data=!4m7!3m6!1s0x80c2b5001b034955:0xcb350dc91a8ac039!8m2!3d33.8629727!4d-118.3910788!16s%2Fg%2F11p0bvn0cf!19sChIJVUkDGwC1woAROcCKGskNNcs?authuser=0&hl=en&rclk=1","Beach City Golf Club","5.0","(37)","Golf instructor","·","","·","914 Aviation Blvd","Open","⋅ Closes 7 p.m.","https://lh3.googleusercontent.com/p/AF1QipOFLGA5LXlJKiaWQ7GmTN5C13UyAj-8H-QM2gvz=w141-h92-k-no","Onsite services","","","Online classes",""
"https://www.google.ca/maps/place/The+Golf+Stop/data=!4m7!3m6!1s0x80c8cf599dfe683f:0xd375da32de397cef!8m2!3d35.9909016!4d-115.1392141!16s%2Fg%2F11v0k2ykqr!19sChIJP2j-nVnPyIAR73w53jLaddM?authuser=0&hl=en&rclk=1","The Golf Stop","5.0","(183)","Indoor golf course","·","","·","3458 St Rose Pkwy Suite #6","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB913_wR8wqzjP1KQNOujiPNSKavAx5002MX6kNbCq1eTUC8tb48iBiC1G6HoAbPOqh9Y9bzmdq8_zc3z05D6h7hWs8sMDV0IkQgMt6XsK-aOte7Za249TcpUxCz00dUJZeuY0lR=w80-h106-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/Valley+Golf+Simulators/data=!4m7!3m6!1s0x54d2ed6449661535:0x392f124a5f8207b!8m2!3d40.5800343!4d-122.3552145!16s%2Fg%2F11s9kg5cxg!19sChIJNRVmSWTt0lQReyD4pSTxkgM?authuser=0&hl=en&rclk=1","Valley Golf Simulators","4.9","(11)","Indoor golf course","·","","·","1830 Churn Crk Rd","","","https://lh3.googleusercontent.com/p/AF1QipOOgzkpB0Pp2V4LshzvJ9JcoScG5Rzo4MmOf8oe=w122-h92-k-no","""The set up and equipment is great, fair pricing.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Golf+Envy/data=!4m7!3m6!1s0x80c32f415c5266ff:0x244574c27b96238f!8m2!3d34.1190004!4d-117.7802761!16s%2Fg%2F11vlgv877n!19sChIJ_2ZSXEEvw4ARjyOWe8J0RSQ?authuser=0&hl=en&rclk=1","Golf Envy","5.0","(5)","Indoor golf course","·","","·","1211 Foothill Blvd","Open 24 hours","","https://lh3.googleusercontent.com/p/AF1QipOx238DYjbCsYwnYnnhoXRWfgeDM0YwfGG0tUTm=w122-h92-k-no","""The simulators are insane and extremely accurate!""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+Clubhouse+Bistro+and+Bar,+Golf+Club,+and+Event+Center/data=!4m7!3m6!1s0x808fc74c400f8cef:0xcc12fa8dab0d7e4e!8m2!3d37.5103607!4d-121.9510345!16s%2Fg%2F11nn7trwpd!19sChIJ74wPQEzHj4ARTn4Nq436Esw?authuser=0&hl=en&rclk=1","The Clubhouse Bistro and Bar, Golf Club, and Event Center","4.7","(104)","Indoor golf course","·","","·","4020 Technology Pl","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipM3QcMsqV-4UIhITkbNpKi6ApAdkM-HuF8aGAX2=w122-h92-k-no","Dine-in","https://www.golfnow.com/tee-times/facility/19545/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&rwg_token=AAiGsobmAYXnMYMUQdxY23Y1I_VWhoHXBlU6s_5on7zlroxb_k5FcahA_QUZwdUm74_V6RzHNH_gdivSyBA9A8kmQWjbaxmXVQ%3D%3D","Book online","Takeout",""
"https://www.google.ca/maps/place/MNML+GOLF+CLUB-+Pasadena/data=!4m7!3m6!1s0x80c2c32b1e1d34f3:0xb30971fe6ba1c5e1!8m2!3d34.1447452!4d-118.1290484!16s%2Fg%2F11vbkmd3x0!19sChIJ8zQdHivDwoAR4cWha_5xCbM?authuser=0&hl=en&rclk=1","MNML GOLF CLUB- Pasadena","4.9","(8)","Indoor golf course","·","","·","1033 E Green St","Closed","⋅ Opens 12 p.m. Tue","https://lh3.googleusercontent.com/p/AF1QipNbBBkrwbC-0022O8IWFwCWYL7f_JHsTNccrgI6=w138-h92-k-no","Onsite services","https://www.golfnow.com/tee-times/facility/19025/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=Apn9Z7DiN6-qptQP96HRkAg&rwg_token=AAiGsoZwkIRL5oATbz4DKriskc06otc_Aqf9QXKMm1zuQMWriKCEj0uI2IjIWt6u8v6tD2kmdP1bg6J1L8LMsw6F4MOvTmKeNQ%3D%3D","Book online","",""
"https://www.google.ca/maps/place/Canyon+Lake+Tee+Box/data=!4m7!3m6!1s0x80dc9dbe5f5b8187:0xb638d5ef5efd5f41!8m2!3d33.6712702!4d-117.2521566!16s%2Fg%2F11lc_wky3y!19sChIJh4FbX76d3IARQV_9Xu_VOLY?authuser=0&hl=en&rclk=1","Canyon Lake Tee Box","5.0","(12)","Golf instructor","·","","·","31556 Railroad Canyon Rd","Closed","⋅ Opens 9 a.m. Tue","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9cfwoT3IJ5Iia_-Gitb1geUTUL2ghECqZKwnlmQrvoATcFuTUbVmUV32K9UK5JzdlL3sFOx-CmxhedIKNfsnMNvrsEcs738aW5i5Z_sX9rD5pYDKZgQGefZXH0xYFImIBy8Dal96_L5Q2L=w122-h92-k-no","""You can rent out the","","","simulator","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+Golf+Bar/data=!4m7!3m6!1s0x80dbff1e777ef2ad:0xe69f06d1197199ee!8m2!3d32.8333221!4d-117.1723474!16s%2Fg%2F11fp42qs0r!19sChIJrfJ-dx7_24AR7plxGdEGn-Y?authuser=0&hl=en&rclk=1","The Golf Bar","4.6","(119)","Indoor golf course","·","","·","5583 Clairemont Mesa Blvd","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipMEEtQWxOn7atGWxR65ayahNpqmauhSWKp2Kja7=w122-h92-k-no","Dine-in","","","No delivery",""
"https://www.google.ca/maps/place/Greenside+Golf+Club/data=!4m7!3m6!1s0x80dcf1bc6008df15:0x7348588c50afd423!8m2!3d33.4583495!4d-117.6500167!16s%2Fg%2F11vlh7g4w1!19sChIJFd8IYLzx3IARI9SvUIxYSHM?authuser=0&hl=en&rclk=1","Greenside Golf Club","4.6","(9)","Indoor golf course","·","","·","647 Camino De Los Mares #200","Open 24 hours","","https://lh3.googleusercontent.com/p/AF1QipPablbg4MWNiiDraV4twRfBqZ_6zx3htBetjhot=w122-h92-k-no","""It is clean, modern, and filled with all-new, high-quality equipment.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Par-Fect+Day+For+Golf/data=!4m7!3m6!1s0x809467178068ef47:0x8a971408ce9d83ab!8m2!3d36.8317888!4d-119.7912355!16s%2Fg%2F11l5ntsh49!19sChIJR-9ogBdnlIARq4OdzggUl4o?authuser=0&hl=en&rclk=1","Par-Fect Day For Golf","4.8","(20)","Indoor golf course","·","","·","6481 N Blackstone Ave","","","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8SSZEqEwJ6FRkW5zvDr47TlNmML4xzy_QnIYoITTzVN2U3XNlWGOO9YiBESpss9svZFGDQd70JU8YvPznWLCD7AwjaB6P7go6gC7ca8It-frfunR35z7fQz1XxOrPQHpvDChsa=w80-h106-k-no","""So fun and very affordable!""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Club+Golf+Valencia/data=!4m7!3m6!1s0x80c287ff30916cef:0xc88e8b0422165295!8m2!3d34.4224841!4d-118.5381536!16s%2Fg%2F11shy7zqpg!19sChIJ72yRMP-HwoARlVIWIgSLjsg?authuser=0&hl=en&rclk=1","Club Golf Valencia","4.4","(7)","Indoor golf course","·","","·","22945 Soledad Canyon Rd","Closes soon","⋅ 5 p.m. ⋅ Opens 7 a.m. Tue","https://lh3.googleusercontent.com/p/AF1QipPC7SL6J4sakhx0zGY0wO_Il8ijPp6g9kfb-WnX=w80-h106-k-no","""I loved how immersive the experience was.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/MEKKA+Indoor+Golf+Lessons+Irvine/data=!4m7!3m6!1s0x80dce9b3b5d15a29:0x60b29b2f64fd7fc0!8m2!3d33.6479353!4d-117.7130606!16s%2Fg%2F11rzpjtk20!19sChIJKVrRtbPp3IARwH_9ZC-bsmA?authuser=0&hl=en&rclk=1","MEKKA Indoor Golf Lessons Irvine","5.0","(12)","Golf instructor","·","","·","15 Chrysler","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipN4NSEcZxb-mcuHUKoNY4XFPF5MvkoZdZ9Llc51=w138-h92-k-no","""Great atmosphere with encouraging and supportive coaches.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+Golf+Spot+Bay+Area/data=!4m7!3m6!1s0x8085677b82b04d11:0x5cbabe1de0ab70e!8m2!3d37.9710221!4d-122.0642789!16s%2Fg%2F11qh4xs4yg!19sChIJEU2wgntnhYARDrcK3uGrywU?authuser=0&hl=en&rclk=1","The Golf Spot Bay Area","4.9","(13)","Golf instructor","·","","·","714 Contra Costa Blvd","Open","⋅ Closes 8 p.m.","https://lh3.googleusercontent.com/p/AF1QipOAfJzaIKUiBcayClqR0RXHwuxMLgC3wZF-pf0x=w138-h92-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/The+Fairway+Lounge/data=!4m7!3m6!1s0x80944335ccbea7b3:0xb5d3171ab8351b84!8m2!3d36.8578485!4d-119.7826209!16s%2Fg%2F11v72_gr33!19sChIJs6e-zDVDlIARhBs1uBoX07U?authuser=0&hl=en&rclk=1","The Fairway Lounge","4.4","(17)","Indoor golf course","·","","·","8476 N Friant Rd suite 102","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipNexvXvcoRnPmLh3P7wt3iQpLddTcq6vudY-jnA=w80-h100-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/CaliGlo+Indoor+Entertainment/data=!4m7!3m6!1s0x809ac8b915e8da11:0xb6597d4aae235267!8m2!3d38.4281349!4d-121.4642791!16s%2Fg%2F11g9q9c1n2!19sChIJEdroFbnImoARZ1Ijrkp9WbY?authuser=0&hl=en&rclk=1","CaliGlo Indoor Entertainment","3.9","(192)","Indoor golf course","·","","·","3443 Laguna Blvd #130","Closed","⋅ Opens 4 p.m. Fri","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_96NSQuE8nuIsl7yR8wS_J9hUNYqVwz-Zft5kIFbCHST5ln7kWM4h7Qhx_kGsCENv2TXR_uYYYImCf_aSJMidZ-4tQ9Jnz5fT2ZyR0tKG-nXNT9pHUKXm_6gNLz_FkvivHdykb=w122-h92-k-no","""The owners are very kind and fun and the course is very creative!""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+GolfLot/data=!4m7!3m6!1s0x80dceff2b4c63609:0x994c25903e5f8f0c!8m2!3d33.5564444!4d-117.6876232!16s%2Fg%2F11w46_j8pj!19sChIJCTbGtPLv3IARDI9fPpAlTJk?authuser=0&hl=en&rclk=1","The GolfLot","5.0","(1)","Indoor golf course","·","","·","28001 Greenfield Dr Unit B","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipM-Nf1VqX4QqdQeb0eKhEmLnvG_cVQ4uutRpt09=w163-h92-k-no","""Yes, the fee is $70 an hour, if you are looking to improve, well worth it.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+Golf+Bar/data=!4m7!3m6!1s0x80dbf1586bc4ebcb:0xfade0b76e033078d!8m2!3d33.017772!4d-117.073593!16s%2Fg%2F11sk8g2qx0!19sChIJy-vEa1jx24ARjQcz4HYL3vo?authuser=0&hl=en&rclk=1","The Golf Bar","4.8","(49)","Indoor golf course","·","","·","16771 Bernardo Center Dr Suite H","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9KnHiW_ffoMnAt8IpBh1dQ5B8lZvX2sPUGvNKX2di2ONehQw4ak-TkibReelpcgqfIAWMBqXo6RU7mUzc-aPF57uCT8VSQ2acF0U8eWb7HxpKcoZOfHBjWP4i2XzQR4bcOMXo_bw=w163-h92-k-no","Dine-in","","","Takeout",""
