id,keyword,Name,Address,city,postal,state,country,region,website link,website short,contact,featured,bar,food,lessons,leagues,24hrs,bays,Notes,details_desc,facility_img,facility_img2,facility_img3,facility_img4,map_link,active,facility_slug,rating,reviews,,,,,,,,
https://www.google.ca/maps/place/Golf+The+Fairway/data=!4m7!3m6!1s0x882a8791f3491f93:0xdfeb444deb8ae090!8m2!3d44.484914!4d-80.057441!16s%2Fg%2F11x22jjlcf!19sChIJkx9J85GHKogRkOCK601E698?authuser=0&hl=en&rclk=1,Indoor golf course,Golf The Fairway,1441 Mosley St #5,,5,-23,Indoor golf course,·,,1441 Mosley St #5,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noc6K__KjTWeqa5XGUflPb3upgXd0dbI7NFhh58FI1tE8VnZWRbiYvye4N80RjTkBgEFQKzhxdKeVV67duUOnLgwsSA0exFho2L0fC5alzG2_-bWKil7OUtv2FWLfJUdO3dyEM=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very clean, great simulator and tons of courses to choose from!""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+Wing+Virtual+Golf+%26+Restaurant/data=!4m7!3m6!1s0x89d4d361f667476b:0x81bf42359cde08e0!8m2!3d43.8260859!4d-79.3524815!16s%2Fg%2F11b6bdvgbb!19sChIJa0dn9mHT1IkR4AjenDVCv4E?authuser=0&hl=en&rclk=1,Indoor golf course,Golf Wing Virtual Golf & Restaurant,7500 Woodbine Ave,,4.6,-129,Indoor golf course,·,,·,7500 Woodbine Ave,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipOE1598MZu9e19AcfiWoFLjraPO0RHevmqkl03G=w163-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+Without+Limits/data=!4m7!3m6!1s0x882bf3caa091bad5:0xeb067a6cb731904b!8m2!3d43.5123608!4d-80.5202052!16s%2Fg%2F1tm1r2w7!19sChIJ1bqRoMrzK4gRS5Axt2x6Bus?authuser=0&hl=en&rclk=1,Indoor golf course,Golf Without Limits,283 Northfield Dr E,,4.7,-75,·,,·,283 Northfield Dr E,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrb3z3YWkH9gnsx3-dqPd0NTSHyWQL7kPCB8VQWsl_Tn5DA8gv5Ihmq1XbiWRktwfi9UljJ1iZMJZX2KLJoUSioO_uTJTIFvKk7yyk-P4LCjgovdT8otDGaufCLejjPDNJP11jHyw=w80-h106-k-no,"""Completed 9 holes in 2 hours for 4 people- staff was friendly and helpful.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
Updated,Updated,GOLF6iX,10 East Wilmot St Unit 16,,,ont,can,,,,,0,,,,,,,"""The place is very clean and almost all of their equipment are brand new.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,63,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golfers+Creek+-+Indoor+Golf+Simulators/data=!4m7!3m6!1s0x882b6169f951f6cf:0x879078878715d305!8m2!3d43.3621864!4d-79.794281!16s%2Fg%2F11s9dsdqt4!19sChIJz_ZR-WlhK4gRBdMVh4d4kIc?authuser=0&hl=en&rclk=1,Updated,Golfers Creek - Indoor Golf Simulators,3345 N Service Rd Unit 101,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,393,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/GOLFERS+HIDEAWAY+Indoor+Golf+%26+Training+Facility/data=!4m7!3m6!1s0x882efb56a2b15a07:0x9ebbc06dcee3f20b!8m2!3d42.9595964!4d-81.4096489!16s%2Fg%2F11fmsg2l_t!19sChIJB1qxolb7LogRC_Ljzm3Au54?authuser=0&hl=en&rclk=1,Indoor golf course,GOLFERS HIDEAWAY Indoor Golf & Training Facility,22499 Jefferies Rd,,4.9,-43,·,,·,22499 Jefferies Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipNQIgglVxxAe9KGkpmNmDlGSpjd0tpB4nzDHPVw=w80-h105-k-no,"""Great staff, fantastic atmosphere, and well maintained equipment.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golfing+Around/data=!4m7!3m6!1s0x89d58d428a92f42d:0xc9058aa76957492c!8m2!3d44.3032617!4d-78.3282586!16s%2Fg%2F11sgzlhrlf!19sChIJLfSSikKN1YkRLElXaaeKBck?authuser=0&hl=en&rclk=1,Indoor golf course,Golfing Around,342 Charlotte St,,4.8,-127,Indoor golf course,·,,,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipPdGHn83bErAPPU5caTocvbX-8z4wu8nqK8CYO8=w92-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""the golf simulators are very realistic with accurate yardage and trajectory.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golfland+Keswick/data=!4m7!3m6!1s0x882ab5a62c3f5ccd:0x9a5b303dffe8d75b!8m2!3d44.2146104!4d-79.4642738!16s%2Fg%2F11wj22s8f_!19sChIJzVw_LKa1KogRW9fo_z0wW5o?authuser=0&hl=en&rclk=1,Indoor golf course,Golfland Keswick,443 The Queensway S Unit 40,,4.9,-14,Indoor golf course,·,,·,443 The Queensway S Unit 40,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaPKnArWcmfdgRMn18ipUQ8VPf_Ap1PPqOjZ9n9_K2hKmqKwu8h16XUYnJS2gRclGrFedW6f2GX-7Ej4j1T8prthExiMrtWRjxvgXvL_83MRxV_y4jVHIH0GbfqQifzg4f-PrgKl7COyk=w80-h106-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/GOLFOMAX/data=!4m7!3m6!1s0x4cce072b000ef1b7:0x2a48dc24ebac6de2!8m2!3d45.3537278!4d-75.7787917!16s%2Fg%2F1thztf2p!19sChIJt_EOACsHzkwR4m2s6yTcSCo?authuser=0&hl=en&rclk=1,Indoor golf course,GOLFOMAX,"#1, 1050 Baxter Rd",,4.6,-318,Indoor golf course,·,,,,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxYKeLV2v7FiBFF3CwycjOoAjiRai9LzNT9VFaZz41xLav_5xmm1Mb_VGBYTU0ELKzDW0JvX1dE4JX7nP6alQrhepmylCam7A-kFGwLtDFk6i9wmnUES1fQdRf30lqz7hfD7wE=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The simulators are incredibly accurate and the set up is wonderful.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golfplay/data=!4m7!3m6!1s0x882bf3b5fc10ad7d:0x348f7192faf00846!8m2!3d43.4757045!4d-80.5203195!16s%2Fg%2F11twg60m6g!19sChIJfa0Q_LXzK4gRRgjw-pJxjzQ?authuser=0&hl=en&rclk=1,Updated,Golfplay,80 Lodge St Suite 5 & 6,,,ont,can,,,,,0,,,,,,,Dine-in,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.6,99,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golfplay/data=!4m7!3m6!1s0x882b8a4023efffff:0xeb2eec69596523b1!8m2!3d43.4070744!4d-80.3896307!16s%2Fg%2F11gcx_s449!19sChIJ___vI0CKK4gRsSNlWWnsLus?authuser=0&hl=en&rclk=1,Updated,Golfplay,4500 King St E #6,,,ont,can,9,,,,0,,,,,,,"""The VIP room is amazing for events.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.6,389,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golfzon+North/data=!4m7!3m6!1s0x882b2f8fba77ccfb:0xd3aa6ae2b8d718bc!8m2!3d43.8332993!4d-79.5189814!16s%2Fg%2F11f5vq4qhs!19sChIJ-8x3uo8vK4gRvBjXuOJqqtM?authuser=0&hl=en&rclk=1,Updated,Golfzon North,2501 Rutherford Rd #15,,,ont,can,,,,,0,,,,,,,"""Went all through the winter and it is really showing on the tracks outside!""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,35,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Greenon+Golf/data=!4m7!3m6!1s0x882eef264b849d8f:0xa78d005b37c1698e!8m2!3d43.0102329!4d-81.3362385!16s%2Fg%2F11vf1lz3t2!19sChIJj52ESybvLogRjmnBN1sAjac?authuser=0&hl=en&rclk=1,Indoor golf course,Greenon Golf,1422 Fanshawe Park Rd W Unit 6,,5,-27,·,,1422 Fanshawe Park Rd W Unit 6,,Closed,⋅ Opens 6 p.m.,https://lh3.googleusercontent.com/p/AF1QipOpXYXz9QZczm7C0EiVMmR0n0w5EwgEn47zSAlB=w122-h92-k-no,"""System is accurate, fast and easy to use, excellent practice facilities.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Greenside+Indoor+Golf+-+Exclusive+Unique+Golf+Room/data=!4m7!3m6!1s0x882b5db7189fba27:0xd53aa0dcc7f94ed1!8m2!3d43.4668955!4d-79.6782674!16s%2Fg%2F11shcz1n4t!19sChIJJ7qfGLddK4gR0U75x9ygOtU?authuser=0&hl=en&rclk=1,Updated,Greenside Indoor Golf - Exclusive Unique Golf Room,521 North Service Rd E #2C,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,14,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Grip+and+Rip+Simulators/data=!4m7!3m6!1s0x882bdd0677c7474b:0x6ce71826b61e4df6!8m2!3d43.7602386!4d-80.6794738!16s%2Fg%2F11lm7y0tlz!19sChIJS0fHdwbdK4gR9k0etiYY52w?authuser=0&hl=en&rclk=1,Indoor golf course,Grip and Rip Simulators,25 Drayton Industrial Dr,,5,-15,·,,25 Drayton Industrial Dr,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipO1bauz8QCHVb3ghue6VhKBI5NN0KibpgCv01I=w138-h92-k-no,"""Great simulator and a great price.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/High+Definition+Golf/data=!4m7!3m6!1s0x882b2fcc849c9391:0xccfa1cbec5b3bb77!8m2!3d43.8234627!4d-79.4895765!16s%2Fg%2F11c75sdvcr!19sChIJkZOchMwvK4gRd7uzxb4c-sw?authuser=0&hl=en&rclk=1,Simulator Sales,High Definition Golf,51 Citation Dr,,4.3,-16,Indoor golf course,·,,·,51 Citation Dr,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no35jpRJGpQM4vtRBcKiZcMLoPGVU4SPpWHcwQ6bR8C3TdM2lKi28LVWahpzwvyB7jAQPruK_nGyaiJ_9oJNzlFh_wSb0CxXpWO5_aFKnRIT-Rx_xUpe_3eXQst2xL4aD3daso=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great simulators great staff just an overall great place to play.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Hiller+Golf/data=!4m7!3m6!1s0x882b61ca61ea203f:0x2e33c11bf232beff!8m2!3d43.3978343!4d-79.7521671!16s%2Fg%2F11n273q1tl!19sChIJPyDqYcphK4gR_74y8hvBMy4?authuser=0&hl=en&rclk=1,Simulator Sales,Hiller Golf,3527 Wyecroft Rd Unit K02A,,,ont,can,,,,,0,,,,,,,"""Sims are spectacular.""",,uploads/,uploads/,uploads/,uploads/,,1,,5,-6,,,,,,,,
https://www.google.ca/maps/place/Hilltop+Golf/data=!4m7!3m6!1s0x882ba9da67870d63:0x317fe36fdfae7f7a!8m2!3d43.8484484!4d-80.1568354!16s%2Fg%2F11j86wdm2r!19sChIJYw2HZ9qpK4gRen-u32_jfzE?authuser=0&hl=en&rclk=1,Indoor golf course,Hilltop Golf,351006 17 Line,,5,-9,Indoor golf course,·,,351006 17 Line,,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipM5StkAupxKp7HPduFiBmQdPDlDeZmYizlz6ssk=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The simulator is top notch and the room has loads of space.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Hyde+Park+Golf/data=!4m7!3m6!1s0x882eef838744338d:0x9546c146d8c8194f!8m2!3d43.0039179!4d-81.3391305!16s%2Fg%2F11v0z30l4g!19sChIJjTNEh4PvLogRTxnI2EbBRpU?authuser=0&hl=en&rclk=1,Indoor golf course,Hyde Park Golf,1828 Blue Heron Dr Unit 16,,4.6,-75,·,,·,1828 Blue Heron Dr Unit 16,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noi5i4Jz3qgHOEmJfu3uvg3wUE9j62vmBSCdcz3EsT3ANbA3Qdm8MTrLywQGnhazFBE7IRaTKENc7E4ZN9ZaCPjUJBr6feq2mCuik8uzDPoVt-fHFOHfzt4BZkWUXpAhOlOXH0=w80-h106-k-no,"""The course selection is amazing and the prices are unbeatable.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/iDarts+Waterloo/data=!4m7!3m6!1s0x882bf3762f29a545:0x3f48d1c70835f35d!8m2!3d43.4865565!4d-80.5402907!16s%2Fg%2F11gmxnmvmj!19sChIJRaUpL3bzK4gRXfM1CMfRSD8?authuser=0&hl=en&rclk=1,Indoor golf course,iDarts Waterloo,494 Albert St,,4.4,-215,·,,·,494 Albert St,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/p/AF1QipNydqEzwf1_dD93KFRIDtyqtt6SqfRS4Z0BaQVZ=w137-h92-k-no,"""high quality simulators and staff provides fantastic service!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Indoor+Pro+Golf/data=!4m7!3m6!1s0x882b39493abeedeb:0x80ebe816270a0425!8m2!3d43.6387029!4d-79.6336685!16s%2Fg%2F11wfxmczhx!19sChIJ6-2-Okk5K4gRJQQKJxbo64A?authuser=0&hl=en&rclk=1,Updated,Indoor Pro Golf,1283 Matheson Blvd E,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,60,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Inkster+Valley+Golf+Course+and+Indoor+Golf+Facility/data=!4m7!3m6!1s0x883b4bf395d85aa3:0x83ef9ec5fc8fd33b!8m2!3d42.2941339!4d-83.3318956!16s%2Fg%2F1tfpqc34!19sChIJo1rYlfNLO4gRO9OP_MWe74M?authuser=0&hl=en&rclk=1,Indoor golf course,Inkster Valley Golf Course and Indoor Golf Facility,2150 Middlebelt Rd,,3.7,-231,·,,·,2150 Middlebelt Rd,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKYJnhImTM4UkN7QMTqoNLzhGQ34LcTYUJvQslT-s5LWwE8QtBpncIfCaTsLt0EbIsxAKDNnJBBYCNzr_LMreZtRc3lar1_SSH6WHn9rYZRazclgiGdfybmhlOhZURdcvobN3k=w122-h92-k-no,"""Decent price, polite staff, but the course could use some love.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Just+Golf+-+Golf+Simulator+London+-+Indoor+Golf/data=!4m7!3m6!1s0x882ef11e74e47367:0x85cf50f002073c2d!8m2!3d42.9470159!4d-81.2567299!16s%2Fg%2F11jzdc2z4r!19sChIJZ3PkdB7xLogRLTwHAvBQz4U?authuser=0&hl=en&rclk=1,Indoor golf course,Just Golf - Golf Simulator London - Indoor Golf,750 Wharncliffe Rd S Unit B,,4.6,-67,·,,·,750 Wharncliffe Rd S Unit B,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5ImVWMt280ZQ-Qjx6_o6wRvh3DzCtTGwlzmAW77-V95N85ey16KREf2cGlagiwt7NV-kwwllMGgkvQwvMgA2Wph_exxoGmB4ycNX-ftexs8LGBdwjt_ibgelgrunQg7L9F8Xn=w122-h92-k-no,"""4 Bays ,easy book on line
Accurate ball tracking
Great 2 hours out""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Keystone+Links+Golf+%26+Country+Club/data=!4m7!3m6!1s0x89d5918a79506c9f:0x7b6d6ce6ca1a7ce4!8m2!3d44.232925!4d-78.3846255!16s%2Fg%2F1tc_r_kz!19sChIJn2xQeYqR1YkR5HwayuZsbXs?authuser=0&hl=en&rclk=1,Golf Course,Keystone Links Golf & Country Club,Clifford Line,,4.1,-230,Indoor golf course,·,,,,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQ2UKHDdeMDMmni6NAi8viKtOJKJzsP5MwSZuSRQOksQvBKbsl7OAeXS3NMg6Yrx6_nhnnLG34ZiY6SEaigkBN1ii1efpJQ61JXXpJFj2Nl7jqVcRsHttqRjhkqq5MMUmMahc1EQ=w163-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/KStadium+Golf/data=!4m7!3m6!1s0x882b3189a437df37:0xd944ae2586a44f1f!8m2!3d43.7561111!4d-79.4734627!16s%2Fg%2F11shmtgt3c!19sChIJN983pIkxK4gRH0-khiWuRNk?authuser=0&hl=en&rclk=1,Updated,KStadium Golf,3705 Chesswood Dr,,,ont,can,,,,,0,,,,,,,"""very nice facilities, very clean, wonderful staff, 100% recommend""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,97,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Kubica+Golf/data=!4m7!3m6!1s0x8824ae88c19676b3:0xf89e3bb6ba6f37c8!8m2!3d42.4546985!4d-83.4683499!16s%2Fg%2F11bzsfpbwc!19sChIJs3aWwYiuJIgRyDdvurY7nvg?authuser=0&hl=en&rclk=1,Indoor golf course,Kubica Golf,22575 Heslip Dr,,5,-11,·,,·,22575 Heslip Dr,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-oqlnAf0EL2P47WUjoKK2-xMKpGL7vkZPjj9-Txdbj79_A80RZwgeo919DBlnhVawqz4gNov0Wv9n7fnOqMAM109rZGcIYP6VkAmCLy0fCTxtM_2M9zTZwJl3ZlC9_OIb6eTB=w163-h92-k-no,"""Great lessons and experience.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Kudos+Golf/data=!4m7!3m6!1s0x882b2f3729b68e39:0xbdd3cba1c2efecab!8m2!3d43.7861342!4d-79.5536802!16s%2Fg%2F11lrcthdvx!19sChIJOY62KTcvK4gRq-zvwqHL070?authuser=0&hl=en&rclk=1,Updated,Kudos Golf,55 Winges Rd Unit #4,,,ont,can,,,,,0,,,,,,,"""Awesome software, large wide screens, plenty of room, and nice turf.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,460,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Kudos+Golf/data=!4m7!3m6!1s0x882b5dd7d5cfc94f:0x54b8e7dc27f2dd3e!8m2!3d43.416264!4d-79.7260289!16s%2Fg%2F11vj9bw3jz!19sChIJT8nP1dddK4gRPt3yJ9znuFQ?authuser=0&hl=en&rclk=1,Updated,Kudos Golf,2172 Wyecroft Rd Unit# 7,,,ont,can,,,,,0,,,,,,,"""Nice to be able to practice",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,54,Golf driving range,,,,,,,
https://www.google.ca/maps/place/KV+Golf/data=!4m7!3m6!1s0x882b2be932b58415:0xd9a33571305f094a!8m2!3d43.8999681!4d-79.391693!16s%2Fg%2F11y7knzngn!19sChIJFYS1MukrK4gRSglfMHE1o9k?authuser=0&hl=en&rclk=1,Indoor golf course,KV Golf,1650 Elgin Mills Rd E #102,,5,-8,Indoor golf course,·,,1650 Elgin Mills Rd E #102,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNP3aMm0e6r1a9LhyB4yCjV7WbfOB7Ck94Yf7Sa=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The owner is super friendly and knowledgable on playing golf.""",,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Linx+Kitchen+%2B+Social/data=!4m7!3m6!1s0x882abdac7c4f66ff:0x399be9daddea5e4b!8m2!3d44.3254386!4d-79.7045099!16s%2Fg%2F11jndwlqh5!19sChIJ_2ZPfKy9KogRS17q3drpmzk?authuser=0&hl=en&rclk=1,Indoor golf course,Linx Kitchen + Social,312 King St Unit 1,,4.7,-382,Indoor golf course,·,,·,312 King St Unit 1,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipOhNnn26-FhUrgjpOlSHBS16FWpiCGOb4J97jPo=w93-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Macray+Golf+Simulator/data=!4m7!3m6!1s0x88252337c481ba09:0x5db6088691045e94!8m2!3d42.603656!4d-82.8034682!16s%2Fg%2F11vb8bldzv!19sChIJCbqBxDcjJYgRlF4EkYYItl0?authuser=0&hl=en&rclk=1,Indoor golf course,Macray Golf Simulator,99 Sea Ray Blvd,,5,-5,·,,·,99 Sea Ray Blvd,Closed,⋅ Opens 10 a.m. Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrK0BC5CZ9YzuSzzlPYu-PGi6FVBDzPwD1_ihV0MTvuWn4N6CrZ3MS-aA5IMR3SXNK69iIUMg7oK3U4j-TJlS318d04I25uW56_kv31q73wQZCxqVhTZgANusPDX0le7Z2AaJdY=w80-h106-k-no,"""Excellent service, realistic simulators.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Maple+Indoor+Golf/data=!4m7!3m6!1s0x882b4351a25126a9:0x5efd682651247e72!8m2!3d43.5301824!4d-79.7187749!16s%2Fg%2F11vrrzvcs8!19sChIJqSZRolFDK4gRcn4kUSZo_V4?authuser=0&hl=en&rclk=1,Updated,Maple Indoor Golf,4161 Sladeview Crescent Unit 4,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,70,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Master+Golf/data=!4m7!3m6!1s0x882b497e85e1dbb3:0xcdf145b7ed86418e!8m2!3d43.6062468!4d-79.523712!16s%2Fg%2F11nxt2qml7!19sChIJs9vhhX5JK4gRjkGG7bdF8c0?authuser=0&hl=en&rclk=1,Updated,Master Golf,289 Horner Ave Suite C,,,ont,can,,,,,0,,,,,,,"""Great facilities, technology, and prices.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,3.9,71,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Melati+Mas+Sports/data=!4m7!3m6!1s0x89d4dfa9eae1d1ff:0xbd57eecf894ca800!8m2!3d43.8312707!4d-79.0810571!16s%2Fg%2F11gxmg7khl!19sChIJ_9Hh6qnf1IkRAKhMic_uV70?authuser=0&hl=en&rclk=1,Indoor golf course,Melati Mas Sports,1420 Bayly St Unit 8,,4.2,-320,Indoor golf course,·,,·,1420 Bayly St Unit 8,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBSzXFbE6CzuHq6tx2Jk3ZoNFHtVfu4aRVNC8-O1eGKqXO08y-InRvhxzpXyOpd2JdN6EErQ3OebKR4P1fPD40MsWCY4eiI0FZKKY2ueNusTCGtUjDC7A43m4XHp8CVL0VFMxJ5A=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""This Place is good to play safely as they covered individual grounds.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/MetaGolf/data=!4m7!3m6!1s0x882ef3b94f597f61:0xfff2a7276749d261!8m2!3d42.9624346!4d-81.1859028!16s%2Fg%2F11ld2vhg8g!19sChIJYX9ZT7nzLogRYdJJZyen8v8?authuser=0&hl=en&rclk=1,Indoor golf course,MetaGolf,1307 Commissioners Rd E,,4.8,-72,·,,1307 Commissioners Rd E,,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipNDkRPxevfulEYUwHLoumXEpXOfh7G_YRtdhYKj=w137-h92-k-no,"""Great simulator and fair pricing.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Metro+Golf+Sportsplex/data=!4m7!3m6!1s0x89d4d10267ff8cc1:0xd7bce31381562f70!8m2!3d43.7847499!4d-79.2463931!16s%2Fg%2F1tgfxm5g!19sChIJwYz_ZwLR1IkRcC9WgRPjvNc?authuser=0&hl=en&rclk=1,Indoor golf course,Metro Golf Sportsplex,125 Milner Ave,,4.3,-422,Indoor golf course,·,,·,125 Milner Ave,Open,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noccaByhRySOHyC--igIN6NJFSh1cnh9s5ZB8Pla9Db36DGhTZqwDVvRHpqM8En0qHT5FNenmPbTrtEfUO4aDrYQtlyV3CIbQOECySKf4JLfltML_HHzrY9KpImy_xQiy55Xaw=w138-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They have lots of mats, golfballs and has 2 levels, plus it's indoors.""",⋅ Closes 5:30 p.m.,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Midtown+Golf/data=!4m7!3m6!1s0x882b5dbb7bd5da63:0x11770f2383ed16dc!8m2!3d43.4461029!4d-79.6969083!16s%2Fg%2F11y3jk4fgd!19sChIJY9rVe7tdK4gR3BbtgyMPdxE?authuser=0&hl=en&rclk=1,Updated,Midtown Golf,874 Sinclair Rd #105,,,ont,can,,,,,0,,,,,,,"""Great set up, super wide bays, awesome staff and great tech.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,24,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Mill+Run+Simulator+Lounge/data=!4m7!3m6!1s0x89d5317ecc4685bf:0x6e954df287d8fc57!8m2!3d44.0779616!4d-79.2226838!16s%2Fg%2F11vs4y_w3k!19sChIJv4VGzH4x1YkRV_zYh_JNlW4?authuser=0&hl=en&rclk=1,Indoor golf course,Mill Run Simulator Lounge,269 Durham Regional Rd 8,,,,Indoor golf course,·,,269 Durham Regional Rd 8,,Open,https://lh3.googleusercontent.com/p/AF1QipN_HGE1owV_fDd8WW3rUVZSiJ-lzBbWe4k9ZLnF=w92-h92-k-no,,,⋅ Closes 10 p.m.,,,,,,,,,,,,,,,,,,,,,
